timestamp,open,high,low,close,volume
2020-01-01,102.07092414556547,102.6246242308807,101.45919553336718,102.18804711927676,571724
2020-01-02,101.75090057805477,103.36969928236161,100.82036570892073,102.54642343338514,1106535
2020-01-03,102.48837913845445,102.99436390245195,100.9373916775001,101.79695610039123,2948337
2020-01-06,101.95007768916315,102.0874739522521,100.65603321064455,101.43043014204129,1937430
2020-01-07,101.75103257877711,102.26689898882043,99.86748774122277,100.80640500951927,524108
2020-01-08,100.36471516104287,101.65611803291844,100.20458700082756,101.37103597656956,2406878
2020-01-09,101.90086616084862,102.01415053488631,99.89584739507006,100.69400430722402,2833566
2020-01-10,100.46701256608104,103.66311493971413,99.94734193347595,102.65775974740478,872134
2020-01-13,102.85424071888472,103.2289885312971,101.08199927447495,101.87317109451024,1876903
2020-01-14,102.12463443691837,102.72078379279486,98.63525360232532,98.99814094451445,2901594
2020-01-15,99.19277471497354,99.611744950256,97.78035727429295,98.29207016631052,1325108
2020-01-16,98.32148278649278,98.46706353041387,95.04063470480078,95.84779935924523,1364853
2020-01-17,95.62516070503405,96.93520804640609,95.4992585264437,96.06029514824816,2047879
2020-01-20,96.18066999245151,98.66840858445056,95.83248260611876,97.7475371700714,2987436
2020-01-21,97.60771260700713,99.13705652949989,97.08100614797223,98.87228698075705,2817252
2020-01-22,98.37343774393219,98.84188936011147,96.40346820219636,97.24596047411977,2381464
2020-01-23,97.79615840355909,98.22282022905351,96.06516948684416,96.39583600274247,1207575
2020-01-24,96.53235217550674,99.23510353929598,95.7207400489074,98.98714539922936,1713804
2020-01-27,99.34707792935839,100.2561442263872,99.02907786871144,99.56368420763148,929707
2020-01-28,99.38215515698778,100.4762621471099,99.01162285218959,99.6750774083461,1406751
2020-01-29,99.9676243233872,102.03061203498329,99.36938178909425,101.23718763060319,2893059
2020-01-30,101.55909539514646,105.56463336029455,100.85984611161092,104.82277453411552,741221
2020-01-31,105.14867892273332,106.88421187784971,104.21068646893487,106.7606456458811,818826
2020-02-03,106.75611764223007,107.28305847805971,105.80436511475679,106.9550938683187,719751
2020-02-04,106.69787498679554,108.04681558403817,106.35095156750118,107.44176692257872,998170
2020-02-05,107.40366532004387,109.09024472066109,106.5755380042144,108.29690863888486,2073633
2020-02-06,107.81980246795258,108.30259934259442,106.5457604657844,107.26604522225848,1436054
2020-02-07,106.90090894639728,107.44005312815933,105.08360636660089,105.55600026864018,2433802
2020-02-10,105.57540964865575,106.4798184696555,104.63365575855232,105.4758144029045,1995727
2020-02-11,105.26667728175512,105.39425236617615,102.96406795790821,103.90730463195035,2768855
2020-02-12,103.87313017293934,104.22809586182721,103.06746238347412,103.61795881443005,1302932
2020-02-13,103.59537015092707,103.96928898146467,102.58140234105011,103.53861143055542,1412473
2020-02-14,103.93842102586544,107.80610554973332,103.71510030605012,106.74558352390515,588451
2020-02-17,107.02261533467353,107.34880153614358,104.96543393154832,105.2280532877318,2844075
