timestamp,open,high,low,close,volume
2020-01-01,99.43390794117818,99.88814990484771,98.18293280430044,99.16855617618228,708009
2020-01-02,99.18994704954528,99.65231994161648,98.33250811156276,98.78706772867413,959512
2020-01-03,98.55569291733758,101.11312309201323,98.25507509431827,100.76879440226779,1492809
2020-01-06,100.7288448742682,101.07503030848835,98.977620582019,99.57269451690881,2709965
2020-01-07,99.39668313547352,102.48338606215182,98.98950484395867,102.16205802261177,1515116
2020-01-08,102.5911814483643,104.93551816193491,102.38558079193787,104.73354477996035,1881543
2020-01-09,104.83779339744841,105.68426939149451,104.06041703970892,105.05534179118736,1253039
2020-01-10,104.72573881393959,106.85855249679994,103.96928946147544,106.32548664333059,1046364
2020-01-13,106.4416290656906,108.55880604814654,105.40385731094642,107.75961586681704,930806
2020-01-14,107.67367973809246,111.34364728830951,107.43339736387206,110.59608128680168,730442
2020-01-15,111.02005873805449,112.0830960933306,107.83944674714797,108.84021775604187,677676
2020-01-16,108.6110663016728,111.4246969704808,107.72320866929344,110.97452050684534,1552268
2020-01-17,110.4757944634537,111.46371538029786,109.97290008626612,110.33455639449173,1919571
2020-01-20,110.34909168794243,110.8415706829558,108.39988976221319,108.97894910151116,741010
2020-01-21,108.90309379188614,109.87548271142987,108.17656888953331,109.1175319677091,2752943
2020-01-22,109.02661835321891,109.92552170970616,108.25573369363943,108.67244031768668,1713112
2020-01-23,108.20705294779447,108.70166921172873,106.65883125728942,106.86914713510673,2689774
2020-01-24,106.96037263781024,107.49682380026765,103.16012345581606,104.0480413644816,2321969
2020-01-27,104.39625793480116,105.09375764477994,102.08979052497205,102.34383442479349,1544973
2020-01-28,101.95307561870351,104.78410964850606,101.40084921713687,104.57526968210186,1275965
2020-01-29,104.82023174804247,108.33213872801186,104.30249217211862,107.7089511577767,1179319
2020-01-30,107.58643936548324,108.8126683196767,106.60447064849129,108.61125179580901,918704
2020-01-31,109.12150860194758,110.78043147203786,108.46346655301087,110.44646014308361,1754703
2020-02-03,110.54277120603199,111.27318510593898,108.7528815892256,109.27956985461911,1403813
2020-02-04,109.23851475041855,110.30353319760249,107.81080051552881,108.8768420712155,1736005
2020-02-05,109.11754302312154,110.20809185360744,108.63844137311074,109.09367893182562,915396
2020-02-06,109.2084516896558,109.57388258842526,106.13980746321309,106.94600945014278,2202378
2020-02-07,106.81928784533035,107.06677344185944,104.66603771248663,104.99210257984643,2609597
2020-02-10,105.14123692017391,105.73710427557924,104.06407234310137,104.88373548372765,1895455
2020-02-11,104.77660810257183,105.29759655701632,103.27453491308458,104.08234582494778,740311
2020-02-12,103.71004577874778,104.16791630942436,101.21052106175758,102.07338787072435,890796
2020-02-13,102.48813086659732,103.2994509308339,101.91373717260129,102.46320121178401,2352355
2020-02-14,102.39156240460092,103.14794962581992,101.49838507505318,101.80373355811558,1278622
2020-02-17,101.67973376000131,103.89045135782445,100.99971402424197,103.26503327653901,1334598
2020-02-18,103.33498956684737,104.01629085269377,102.11213494786985,103.05945950121837,2906648
2020-02-19,102.73798986863581,103.37873472678996,102.0026431580189,102.39053763219187,2320940
2020-02-20,102.11335034115878,103.17443111280299,101.99270898250683,102.44788398475085,1590577
2020-02-21,102.34550849042684,103.30246571704684,101.767825921915,102.03975922042036,2427400
2020-02-24,101.93369464441585,102.9041049270568,99.90827310709875,100.85594136083019,1195919
2020-02-25,100.87044228133085,101.86053198300988,100.03292175840245,100.13851901378447,837638
2020-02-26,100.36334154758437,102.18873450319956,100.2143275194524,101.30359678269821,1671225
2020-02-27,101.20755550799701,102.54238993461861,101.01678010104108,102.34356939963247,2391267
2020-02-28,102.44443890902429,105.01828863734247,101.51971764042335,104.48904569509642,1203486
2020-03-02,104.61475542127054,105.45525488602198,101.2914317693061,101.74417785017657,2864051
2020-03-03,101.52358113331998,101.89404067472799,100.45282083862094,101.18382323181842,1261957
2020-03-04,101.23005527878543,101.88405307040337,99.88187059578917,100.62172970162291,1917631
2020-03-05,100.43202405714136,101.18639968972096,99.93930072416516,101.03513301547868,964556
2020-03-06,101.25011531781946,101.53692668019083,99.70788192989956,100.47059890347028,2112335
2020-03-09,100.56204520867998,101.0248301330899,99.32412624707342,99.83839710367621,967243
2020-03-10,99.8416925923231,101.48000501989446,99.25496293950268,101.31468579061078,1306464
2020-03-11,101.04322329166361,102.33725866845217,100.6631666007691,101.84646592244641,654995
2020-03-12,101.87009226770614,102.18293549231018,100.12177108438004,100.2237452919188,936205
2020-03-13,100.06999655161358,103.5721456741416,99.43557550375985,102.6731425208246,796169
2020-03-16,102.81810932641967,105.03804340189429,102.46948617591968,104.63318541706586,2360966
2020-03-17,104.6082143929715,105.07126615606535,103.6376003963631,103.99915059793183,2308971
2020-03-18,103.83018430886554,106.60061536441415,102.90514206075552,105.73168448282149,2551164
2020-03-19,105.9273976154672,106.56688253623412,104.39538219864085,104.84165690101317,1280560
2020-03-20,104.99295076503569,107.26258919924163,104.79123996694854,107.10719986667449,1015356
2020-03-23,106.98010708904435,107.41453405164768,106.26619362586806,107.09771798752963,995417
2020-03-24,107.34661904576535,108.04414084796358,105.47023128435633,106.09043224232295,783600
2020-03-25,106.02711860218471,106.32338818686203,105.65377625844405,105.81441544558135,717987
2020-03-26,105.74899005085857,106.09106816475501,104.43746230307995,104.87165191834065,1380697
2020-03-27,104.89761835922288,106.23036910427179,104.21569265622009,105.5331735928527,843098
2020-03-30,105.37431793607199,106.73608369727835,105.00366659744545,106.15739147020025,2065208
2020-03-31,106.06362479033035,106.89664526804707,105.01620687321117,106.53210204589945,1965185
2020-04-01,106.49790965611321,107.14038998581421,105.01425958080983,105.88150406725933,1412665
2020-04-02,106.20556140068162,106.91753491318853,99.56150107936088,100.11593392717266,793521
2020-04-03,100.41621159613277,100.63869869848322,99.48838942180569,100.50258280812234,2910030
